#1's Destiny child [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	USA :	"BMG Music Entertainment,"	c2005.	||||	Subject:	Popular Music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	F51	(n/a)	||||	Barcode:	CD 2508
Pharmacology for nurses 	-	Author:	"Adams, Michael Patrick"	||||	Publisher:	New Jersey :	"Pearson Education,"	c2008.	||||	Subject:	Pharmacology	||||	Location:	Nursing Section	||||	Call ID:	(n/a)	615'.1	Ad1	2008	||||	Barcode:	57215
Pharmacology for nurses 	-	Author:	"Adams, Michael Patrick"	||||	Publisher:	New Jersey :	"Pearson Education,"	c2008.	||||	Subject:	Pharmacology	||||	Location:	Audio Visual Center	||||	Call ID:	CD	615'.1	Ad1	2008	||||	Barcode:	CD 3091
Pharmacology for nursing care [computer file] 	-	Author:	"Lehne, Richard A."	||||	Publisher:	"St. Louis, Missouri :"	"Saunders   Elsevier,"	c2010.	||||	Subject:	Pharmacology.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	615.1	L52	2010	||||	Barcode:	CD 3755
PharmAssist	-	Author:	(n/a)	||||	Publisher:	"Cambridge, MA :"	"SoftKey International Inc.,"	1993	||||	Subject:	Family Health.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	613	P49	(n/a)	||||	Barcode:	CD 874
PharmAssist	-	Author:	(n/a)	||||	Publisher:	"Cambridge, MA :"	"SoftKey International Inc.,"	1993	||||	Subject:	Family Health.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	613	P49	(n/a)	||||	Barcode:	CD 875
Philadelphia [ motion picture ].	-	Author:	(n/a)	||||	Publisher:	USA :	"Tristar Pictures,"	c1993.	||||	Subject:	Lawyers.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	340.092	P53	1993	||||	Barcode:	CD 820
Philadelphia [ motion picture ].	-	Author:	(n/a)	||||	Publisher:	USA :	"Tristar Pictures,"	c1993.	||||	Subject:	Lawyers.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	340.092	P53	1993	||||	Barcode:	CD 821
Philippine agenda [videorecording].	-	Author:	(n/a)	||||	Publisher:	Manila :	"GMA News and Public Affairs,"	c2007.	||||	Subject:	Philippines	||||	Location:	Audio Visual Center	||||	Call ID:	CD	320.9914	P53	2007	||||	Barcode:	CD 4343
Philippine cinema [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Quezon City :	"GMA Network,"	1998]	||||	Subject:	Cinema	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43'09599	P53	(n/a)	||||	Barcode:	CD 3237
Philippine dances 	-	Author:	(n/a)	||||	Publisher:	"Quezon City,"	(n/a)	[ c2001 ]	||||	Subject:	Folk dance music	||||	Location:	Audio Visual Center	||||	Call ID:	CT	791.31	M97	(n/a)	||||	Barcode:	CT 126
Philippine Economic prospects 	-	Author:	(n/a)	||||	Publisher:	Makati City :	"Sinag   Tala Pub,"	[1999]	||||	Subject:	Economic Situation and condition	||||	Location:	Audio Visual Center	||||	Call ID:	VT	330.9'959'9	P53	(n/a)	||||	Barcode:	VT 132
Philippine fiestas [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Quezon City :	"GMA Network,"	1998]	||||	Subject:	Festivals	||||	Location:	Audio Visual Center	||||	Call ID:	CD	394.26'599	P53	(n/a)	||||	Barcode:	CD 3234
Philippine games and toys [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Quezon City] :	"GMA Network,"	[1998]	||||	Subject:	Games	||||	Location:	Audio Visual Center	||||	Call ID:	CD	790.1	P53	(n/a)	||||	Barcode:	CD 3221
Philippine images 	-	Author:	(n/a)	||||	Publisher:	[place unknown ] :	"Felta,"	[date unkn	||||	Subject:	Philippines	||||	Location:	Audio Visual Center	||||	Call ID:	CD	959.9	P53	(n/a)	||||	Barcode:	CD 3264
Philippine map [map].	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Cunanan Map House,"	c2012.	||||	Subject:	Philippines	||||	Location:	Audio Visual Center	||||	Call ID:	Map	959.9'022'3	P53	2012	||||	Barcode:	M 0175
Philippine product map [ map ].	-	Author:	(n/a)	||||	Publisher:	(n/a)	Map House Marketing.		||||	Subject:	Products	||||	Location:	Audio Visual Center	||||	Call ID:	Map	338.09599	P53	(n/a)	||||	Barcode:	M 0106
Philippine treasure [videorecording)  	-	 Author:	(n/a)	||||	Publisher:	Philippines :	"GMA News & Public Affairs,"	c2012.	||||	 Subject:	Museums	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	069.5'09599	P53	2012	||||	Barcode:	CD 4690
Philippines [ video recording ].	-	Author:	(n/a)	||||	Publisher:	"Houston, Texas :"	"Travel View International,"	c1996.	||||	Subject:	Philippines	||||	Location:	Audio Visual Center	||||	Call ID:	CD	910.202	P53	(n/a)	||||	Barcode:	CD 3249
Philosophy 	-	Author:	"Davis, Thomas D."	||||	Publisher:	Boston :	"McGraw Hill,"	c2004.	||||	Subject:	Philosophy.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	189	D29	2004	||||	Barcode:	CD 1681
Philosophy 	-	Author:	"Davis, Thomas D."	||||	Publisher:	Boston :	"McGraw Hill,"	c2004.	||||	Subject:	Philosophy.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	100	D29	(n/a)	||||	Barcode:	CD 2479
Philosophy 	-	Author:	"Davis, Thomas D."	||||	Publisher:	New York :	"McGraw Hill,"	c2004.	||||	Subject:	Philosophy.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.7'2	G71	(n/a)	||||	Barcode:	CD 3145
Photo gallery of vascular plants [computer file]  	-	Author:	(n/a)	||||	Publisher:	USA :	"Sinauer Association, Inc,"	c2002.	||||	Subject:	Botany	||||	Location:	Audio Visual Center	||||	Call ID:	CD	580'.1'2	P69	(n/a)	||||	Barcode:	CD 3191
Photo retouching & restoration for dummies [ computer file ]  	-	Author:	"King, Julie Adair"	||||	Publisher:	"Indianapolis, IN :"	"Wiley Pub.,"	c2002.	||||	Subject:	Image processing	||||	Location:	Audio Visual Center	||||	Call ID:	CD	771.4	K58	2002	||||	Barcode:	CD 1597
Photographic anatomy flash card [ flash card]  	-	Author:	"Vilensky, Joel"	||||	Publisher:	Philadelphia :	"Wolster Kluwer  Lippincott Williams & Wilkins,"	c2009.	||||	Subject:	Human anatomy	||||	Location:	Audio Visual Center	||||	Call ID:	FC	611.0022	V71	(n/a)	||||	Barcode:	FC 0137
Photographic design [ video recording ]  	-	Author:	"Pozzi, Craiz"	||||	Publisher:	[s.l.] :	"Media West,"	c1991.	||||	Subject:	Photography	||||	Location:	Audio Visual Center	||||	Call ID:	VT	770.2	P87	(n/a)	||||	Barcode:	VT 718
Photojournalism 	-	Author:	"Kobre, Kenneth"	||||	Publisher:	Amsterdam :	"Elsevier,"	c2008.	||||	Subject:	Photojournalism.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	070.4'9	K79	2008	||||	Barcode:	CD 4289
Photoshop CS2 accelerated [computer file].	-	Author:	(n/a)	||||	Publisher:	Singapore :	"YJIP Publishing,"	c2006.	||||	Subject:	Adobe Photoshop	||||	Location:	Audio Visual Center	||||	Call ID:	CD	006.6'86	P56	2006	||||	Barcode:	CD 3404
Photoshop CS4 	-	Author:	"Galer, Mark."	||||	Publisher:	Amsterdam :	"Elsevier Focal Press,"	c2009.	||||	Subject:	Adobe photoshop	||||	Location:	Audio Visual Center	||||	Call ID:	CD	6.686	G13	2009	||||	Barcode:	CD 3533
Photoshop CS4 	-	Author:	"Galer, Mark."	||||	Publisher:	Amsterdam :	"Elsevier Focal Press,"	c2009.	||||	Subject:	Adobe photoshop	||||	Location:	Technological Studies Section	||||	Call ID:	(n/a)	6.686	G13	2009	||||	Barcode:	59201
PHP and MySQL Web development [ computer file ]  	-	Author:	"Welling, Luke,"	||||	Publisher:	"Indianapolis, Ind. :"	"Sams,"	c2005.	||||	Subject:	PHP (Computer program language)	||||	Location:	Audio Visual Center	||||	Call ID:	CD	5.2762	W46	(n/a)	||||	Barcode:	CD 2843
PHP MySQL programming for the absolute beginner [ computer file ]  	-	Author:	"Harris, Andy"	||||	Publisher:	"Boston, MA :"	"Premier Press Inc.,"	c2003.	||||	Subject:	PHP (Computer program language).	||||	Location:	Audio Visual Center	||||	Call ID:	CD	5.13	H24	2003	||||	Barcode:	CD 1674
Physical assessment of the Abdomen  	-	Author:	(n/a)	||||	Publisher:	"New York, N.Y. :"	"Educational Services Division, American Journal of"	c1982.	||||	Subject:	Abdomen	||||	Location:	Audio Visual Center	||||	Call ID:	CD	611.95	P56	(n/a)	||||	Barcode:	CD 2150
Physical examination of the abdomen [video recording].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"[s.n.],"	c199?.	||||	Subject:	Abdomen	||||	Location:	Audio Visual Center	||||	Call ID:	BT	573.997	P56	(n/a)	||||	Barcode:	BT 103
Physical Geography [ video recording ]  	-	Author:	"Tyndall, Beverly"	||||	Publisher:	[s.l.] :	United Learning.		||||	Subject:	Physical geography	||||	Location:	Audio Visual Center	||||	Call ID:	VT	910	T97	(n/a)	||||	Barcode:	VT 784
Physical geography [video recording].  	-	Author:	"Tyndall, Beverly"	||||	Publisher:	[s.l.] :	United Learning  Video Dialog.		||||	Subject:	Physical Geography	||||	Location:	Audio Visual Center	||||	Call ID:	VT	910.02	T49	(n/a)	||||	Barcode:	VT 438
Physical map of the Philippines [map].	-	Author:	(n/a)	||||	Publisher:	Manila :	"Maphouse Marketing,"	c2010.	||||	Subject:	Slopes (Physical geography)	||||	Location:	Audio Visual Center	||||	Call ID:	Map	551.43	P56	2010	||||	Barcode:	M 0143
Physical science investigations 	-	Author:	(n/a)	||||	Publisher:	New York :	"Discovery Communications, Inc,"	c2005.	||||	Subject:	Chemistry	||||	Location:	Audio Visual Center	||||	Call ID:	CD	540	P56	2005	||||	Barcode:	CD 3728
Physical science investigations 	-	Author:	(n/a)	||||	Publisher:	New York :	"Discovery Communications, Inc,"	c2005.	||||	Subject:	Chemical reactions	||||	Location:	Audio Visual Center	||||	Call ID:	CD	541.39'1	P56	2005	||||	Barcode:	CD 3727
Physician's drug handbook [videorecording].	-	Author:	(n/a)	||||	Publisher:	Philadelphia :	"Lippincott Williams & Wilkins,"	c2004.	||||	Subject:	Drugs	||||	Location:	Audio Visual Center	||||	Call ID:	CD	615'.1'05	P56	2004	||||	Barcode:	CD 3671
Physics at work [ computer file ]  	-	Author:	"Tao, P.K."	||||	Publisher:	New York :	"Oxford University Press,"	c1999.	||||	Subject:	Physics	||||	Location:	Audio Visual Center	||||	Call ID:	CD	500	T15	1999	||||	Barcode:	CD 673
Physics at work [ computer file ]  	-	Author:	"Tao, P.K."	||||	Publisher:	New York :	"Oxford University Press,"	c1999.	||||	Subject:	Physics	||||	Location:	Audio Visual Center	||||	Call ID:	CD	500	T15	1999	||||	Barcode:	CD 674
Physics demonstrations in mechanics [ video recording ].	-	Author:	(n/a)	||||	Publisher:	"Lakeville, MN :"	"Physics Curriculum and Instruction,"	c2001.	||||	Subject:	Mechanics	||||	Location:	Audio Visual Center	||||	Call ID:	CD	530	P56	(n/a)	||||	Barcode:	CD 2288
Physics demonstrations in mechanics [ video recording ].	-	Author:	(n/a)	||||	Publisher:	"Lakeville, MN :"	"Physics Curriculum and Instruction,"	c2001.	||||	Subject:	Mechanics	||||	Location:	Audio Visual Center	||||	Call ID:	CD	530	P56	(n/a)	||||	Barcode:	CD 2289
Physics essentials 	-	Author:	(n/a)	||||	Publisher:	[ s. l. ] :	"Great Pacific Media,"	c1996.	||||	Subject:	Heat.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	530.4	P56	1996	||||	Barcode:	VT 520
Physics essentials 	-	Author:	(n/a)	||||	Publisher:	[ s. l. ] :	"Great Pacific Media,"	[ c19? ]	||||	Subject:	Physics.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	531.113	P56	(n/a)	||||	Barcode:	VT 518
Physics essentials 	-	Author:	(n/a)	||||	Publisher:	[ s.l ] :	"Great Pacific Media,"	c 1996.	||||	Subject:	Motion.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	531.112	P56	1996	||||	Barcode:	VT 519
Physics for scientists and engineers with modern physics (computer file)  	-	Author:	"Serway, Raymond A."	||||	Publisher:	Forth Worth :	"Saunders College Publishing,"	c2000.	||||	Subject:	Physics	||||	Location:	Audio Visual Center	||||	Call ID:	CD	530.'2	Se6	2000	||||	Barcode:	CD 445
Physics lessons [video recording].	-	Author:	(n/a)	||||	Publisher:	USA :	"Future Graph,"	c1996.	||||	Subject:	Theories and Mathematical Physics	||||	Location:	Audio Visual Center	||||	Call ID:	Cd	530.1	P56	(n/a)	||||	Barcode:	CD 028
Physics.	-	Author:	(n/a)	||||	Publisher:	"[Falls Church, Va.] :"	"Cerebellum,"	[2004]	||||	Subject:	Physics.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	530	P56	(n/a)	||||	Barcode:	VT 1012
Physics.	-	Author:	(n/a)	||||	Publisher:	"[Falls Church, Va.] :"	"Cerebellum,"	[2004]	||||	Subject:	Physics.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	530	P56	(n/a)	||||	Barcode:	VT 1013
Physics.	-	Author:	(n/a)	||||	Publisher:	"[Falls Church, Va.] :"	"Cerebellum,"	[2004]	||||	Subject:	Physics.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	530	P56	(n/a)	||||	Barcode:	VT 1014
Piano adventures  	-	 Author:	"Faber, Nancy."	||||	Publisher:	"Miami Beach, Fla. :"	"FJH Music,"	c2011.	||||	 Subject:	Piano	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	786.2	F12	2011	||||	Barcode:	CD 4768
Pilates [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Arizona] :	"MTV Networks,"	c2004.	||||	Subject:	Pilates method	||||	Location:	Audio Visual Center	||||	Call ID:	CD	613.7'1	P64	(n/a)	||||	Barcode:	CD 2188
Pilates inspired mat work 	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Global Group,"	c2002.	||||	Subject:	Pilates method	||||	Location:	Audio Visual Center	||||	Call ID:	CD	613.7'1	P64	(n/a)	||||	Barcode:	CD 2191
Pilgrims and puritans [video recording]  	-	Author:	"Sitko, Joseph"	||||	Publisher:	Colorado :	"Chariot Production,"	c1997.	||||	Subject:	Religious Freedom	||||	Location:	Audio Visual Center	||||	Call ID:	VT	285.9	Si8	1997	||||	Barcode:	VT 769
Pilipino krismas medley [sound recording].	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Vicor Music,"	c2007.	||||	Subject:	Christmas music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.723	P64	2007	||||	Barcode:	CD 3954
Pinoy food [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Quezon City :	"GMA Network,"	1998]	||||	Subject:	Filipino dishes	||||	Location:	Audio Visual Center	||||	Call ID:	CD	641.1	P65	(n/a)	||||	Barcode:	CD 3220
Pinoy gregorian [ sound recording ].	-	Author:	(n/a)	||||	Publisher:	Quezon City :	"Ivory Music & Video,"	c2007.	||||	Subject:	Popular music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	P65	(n/a)	||||	Barcode:	CD 3015
Pinoy komiks [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Quezon City] :	"GMA Network,"	[1998]	||||	Subject:	"Comic books, strips, etc"	||||	Location:	Audio Visual Center	||||	Call ID:	CD	741.5	P65	(n/a)	||||	Barcode:	CD 3227
Pirates of the Caribbean 	-	Author:	(n/a)	||||	Publisher:	USA :	"Walt Disney Picture,"	c2004.	||||	Subject:	Adventure	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	P66	(n/a)	||||	Barcode:	CD 2584
Pirates of the Caribbean 	-	Author:	(n/a)	||||	Publisher:	USA :	"Walt Disney Picture,"	c2004.	||||	Subject:	Adventure	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	P66	(n/a)	||||	Barcode:	CD 2515
Pirates of the Caribbean on stranger tides [motion picture]  	-	Author:	"Marshall, Rob"	||||	Publisher:	"Burbank, CA :"	"Walt Disney,"	c2011.	||||	Subject:	Pirates	||||	Location:	Audio Visual Center	||||	Call ID:	CD	364.13	M35	2011	||||	Barcode:	CD 3964
Pista a bayan 	-	Author:	(n/a)	||||	Publisher:	Quezon City :	"New Filipiniana Video,"	c2001.	||||	Subject:	"Folk dancing, Philippines"	||||	Location:	Audio Visual Center	||||	Call ID:	VT	793.31	P67	2001	||||	Barcode:	VT 871
Pista sa bayan dances of our countryside [ video recording ].	-	Author:	(n/a)	||||	Publisher:	Philippines :	"[ s. l. ],"	c2001.	||||	Subject:	"Folk dancing, Philippine"	||||	Location:	Audio Visual Center	||||	Call ID:	VT	793.31	P67	2001	||||	Barcode:	VT 582
Pitch perfect [motion pictures]	-	Author:	"Moore, Jason."	||||	Publisher:	United States :	"Universal Pictures Entertainment,"	c2013.	||||	Subject:	Choral societies	||||	Location:	Audio Visual Center	||||	Call ID:	CD	782.5'06073	M78	2013	||||	Barcode:	CD 4480
Pitching drills [ video recording ]  	-	Author:	"Bennet, Bob"	||||	Publisher:	"Champaign, IL :"	"Coaches Choice,"	c1997.	||||	Subject:	Baseball.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	796.35722	B43	1997	||||	Barcode:	VT 529
Pitong dalagita [ motion picture ].	-	Author:	(n/a)	||||	Publisher:	[Manila] :	"Octo Arts Films,"	2006	||||	Subject:	Drama	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	P68	(n/a)	||||	Barcode:	CD 2994
"Planet earth, our home [video recording]  "	-	Author:	(n/a)	||||	Publisher:	(s.l.) :	"Discover,"	c1994.	||||	Subject:	Earth science	||||	Location:	Audio Visual Center	||||	Call ID:	VT	550	P69	1994	||||	Barcode:	VT 390
Planet of Life 	-	Author:	Tsukawa Fujisawa	||||	Publisher:	"Bethesda, MD :"	"Discovery Communication Inc,"	c1996.	||||	Subject:	Human evolution	||||	Location:	Audio Visual Center	||||	Call ID:	CD	599.938	T77	(n/a)	||||	Barcode:	CD 1962
Planet of life 	-	Author:	(n/a)	||||	Publisher:	"Bethesda, MD :"	"Discovery Channel,"	c1996.	||||	Subject:	Anthropology	||||	Location:	Audio Visual Center	||||	Call ID:	CD	569.9	P69	1996	||||	Barcode:	CD 4217
Planet of the apes [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Twentieth Century Fox,"	c2001.	||||	Subject:	Science Fiction	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	P69	(n/a)	||||	Barcode:	CD 1993
Planet philippines [videorecording]  	-	Author:	(n/a)	||||	Publisher:	Manila :	GMA Network.		||||	Subject:	Environmental education	||||	Location:	Audio Visual Center	||||	Call ID:	CD	363.7	P69	(n/a)	||||	Barcode:	CD 3665
Planet philippines [videorecording]  	-	Author:	(n/a)	||||	Publisher:	Manila :	GMA Network.		||||	Subject:	Environmental education	||||	Location:	Audio Visual Center	||||	Call ID:	CD	363.7	P69	(n/a)	||||	Barcode:	CD 3930
Planets & storms [video recording].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Discovery Communications, Inc,"	c2005.	||||	Subject:	Planets	||||	Location:	Audio Visual Center	||||	Call ID:	CD	523.4	P69	2005	||||	Barcode:	CD 1944
Planning a dinner party [ video recording ].	-	Author:	(n/a)	||||	Publisher:	Ohio :	"Glencoe   McGraw   Hill,"	c1998.	||||	Subject:	Dinner and dining	||||	Location:	Audio Visual Center	||||	Call ID:	VT	642.4	P69	(n/a)	||||	Barcode:	VT 606
Planning a dinner party [ video recording ].	-	 Author:	(n/a)	||||	Publisher:	Ohio :	"Glencoe / McGraw - Hill,"	c1998.	||||	 Subject:	Dinner and dining	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	642.4	P69	1998	||||	Barcode:	CD 4623
Planning instruction  	-	Author:	(n/a)	||||	Publisher:	"Chicago, IL :"	"Magna Systems,"	c2006.	||||	Subject:	Lesson planning.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	371.302'8	P69	2006	||||	Barcode:	CD 3682
Planning your financial future [ computer file ]  	-	Author:	"Boone, Louis E."	||||	Publisher:	Forth Worth :	"The Dryden Press,"	c2000.	||||	Subject:	Financial futures	||||	Location:	Audio Visual Center	||||	Call ID:	D	332.632	B64	2000	||||	Barcode:	D 123
Plans for adding on and remodeling [computer file  	-	Author:	"Axelrod, Jerold"	||||	Publisher:	New York :	"Mc Graw   Hill,"	c2000.	||||	Subject:	Architectural remodeling	||||	Location:	Audio Visual Center	||||	Call ID:	CD	720.286	Ax6	2000	||||	Barcode:	CD 148
Plant anatomy [ computer file ].	-	Author:	(n/a)	||||	Publisher:	Dallas :	"Fogware Publishing,"	c2000.	||||	Subject:	Plant anatomy	||||	Location:	Audio Visual Center	||||	Call ID:	CD	581.4	P69	2000	||||	Barcode:	CD 1479
Plants [video recording].	-	Author:	(n/a)	||||	Publisher:	[ s.l ] :	"Encyclopaedia Britannica,"	[ c19? ]	||||	Subject:	Plants.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	580	P69	(n/a)	||||	Barcode:	VT 351
Plato's Republic [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	Bethesda :	"Discovery Production,"	c1996.	||||	Subject:	Philosophers.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	184	P69	1996	||||	Barcode:	CD 310
Player's software for the business strategy game 	-	Author:	"Thompson, Arthur A."	||||	Publisher:	Chicago :	"Irwin,"	c2002.	||||	Subject:	Corporations	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658	T37	(n/a)	||||	Barcode:	CD 2470
Ploning [motion picture]  	-	Author:	"Garcia, Dante Nico"	||||	Publisher:	[S.l.] :	"GMA Records RGMA Marketing and Productions, Inc,"	2008	||||	Subject:	Pain perception (Psychology)	||||	Location:	Audio Visual Center	||||	Call ID:	CD	152.182'4	G16	2008	||||	Barcode:	CD 3565
Plumbing II series 	-	Author:	(n/a)	||||	Publisher:	"[S,l.] :"	"Nimco,"	[c19?]	||||	Subject:	Plumbing	||||	Location:	Audio Visual Center	||||	Call ID:	VT	696.1	P73	(n/a)	||||	Barcode:	VT 305
Pocahontas [ motion picture ].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Walt Disney Home Video,"	c1995.	||||	Subject:	Adventure	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	P75	(n/a)	||||	Barcode:	CD 2062
Political Map of Asia [map].	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Cunanan Map House,"	c2012.	||||	Subject:	Asia	||||	Location:	Audio Visual Center	||||	Call ID:	Map	912.5	P75	2012	||||	Barcode:	M 0176
Political Map of the World [map].	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Cunanan Map House,"	c2012.	||||	Subject:	World History	||||	Location:	Audio Visual Center	||||	Call ID:	Map	909.'022'3	P75	2012	||||	Barcode:	M 0177
Poltergeist [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Metro Goldwyn Mayer,"	c1982.	||||	Subject:	Thriller	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	P76	(n/a)	||||	Barcode:	CD 2164
Polymeric Materials Encyclopedia [Computer File]  	-	Author:	(n/a)	||||	Publisher:	Florida :	"CRC Press,"	C?.	||||	Subject:	Polymeric Materials	||||	Location:	Audio Visual Center	||||	Call ID:	CD	572.33'03	P75	(n/a)	||||	Barcode:	CD 037
Polynomial review [video recording]  	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"AGC Educational Media,"	c1995.	||||	Subject:	Polynomials	||||	Location:	Audio Visual Center	||||	Call ID:	VT	512.942	P76	1995	||||	Barcode:	VT 813
Pondo ng Pinoy [video recording]  	-	Author:	(n/a)	||||	Publisher:	Philippines :	Communication Foundation for Asia.		||||	Subject:	Church	||||	Location:	Audio Visual Center	||||	Call ID:	CD	262	P77	(n/a)	||||	Barcode:	CD 1930
Popoy  	-	 Author:	(n/a)	||||	Publisher:	Quezon City :	"Jesuit Communications Foundation, Inc,"	c2011.	||||	 Subject:	Christmas story	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	232.92	P81	2011	||||	Barcode:	CD 4753
Population changes density and chaos [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[ s. l. ] :	"Alberta Education,"	c1996.	||||	Subject:	Population genetics.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	576.58	P81	1996	||||	Barcode:	VT 381
Population map [map].	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Cunanan Map House,"	c2012.	||||	Subject:	Population	||||	Location:	Audio Visual Center	||||	Call ID:	Maps	304.6'022'3	P81	2012	||||	Barcode:	M 0161
Population Map of the Philippines [map].	-	Author:	(n/a)	||||	Publisher:	(n/a)	Map House Marketing.		||||	Subject:	Population	||||	Location:	Audio Visual Center	||||	Call ID:	Map	304.6'9599	P81	(n/a)	||||	Barcode:	M 0081
Population perspective [ sound recording ].	-	Author:	(n/a)	||||	Publisher:	USA :	"The Christian Science Publishing Society,"	c1994.	||||	Subject:	Population	||||	Location:	Audio Visual Center	||||	Call ID:	CT	301.4	P81	(n/a)	||||	Barcode:	CT 072
Pornography and violence in the mass media [video recording].	-	Author:	(n/a)	||||	Publisher:	Manila :	Ministry for Family and Life.		||||	Subject:	Family life	||||	Location:	Audio Visual Center	||||	Call ID:	CD	306.85	P82	(n/a)	||||	Barcode:	CD 3451
Post grad [motion picture]  	-	Author:	"Jenson, Vicky"	||||	Publisher:	"Beverly Hills, Calif. :"	"20th Century Fox Home Entertainment,"	2009	||||	Subject:	Women college graduates	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43'72	J45	2009	||||	Barcode:	CD 3813
Power learning 	-	Author:	"Feldman, Robert S."	||||	Publisher:	United States of America :	"McGraw Hill,"	c2000.	||||	Subject:	College student orientation.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	378.1'98	F33	2000	||||	Barcode:	CD 981
Power learning [sound recording]  	-	Author:	"Schwartz, Eugene M."	||||	Publisher:	Philippines :	"Felta Automated Learning Center,"	c1989.	||||	Subject:	Learning ability	||||	Location:	Audio Visual Center	||||	Call ID:	CT	153.9	Sch1	(n/a)	||||	Barcode:	CT 064
Power personality [sound recording].	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Felta Automated Learning,"	c1980.	||||	Subject:	Personality	||||	Location:	Audio Visual Center	||||	Call ID:	CT	155.2	P87	(n/a)	||||	Barcode:	CT 067
Power up! [computer file].	-	Author:	(n/a)	||||	Publisher:	Boston :	"Houghton Mifflin Company,"	c2007.	||||	Subject:	Computer assisted instruction.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	371.33'44678	P87	2007	||||	Barcode:	CD 3978
Practical business math procedures [computer file] 	-	Author:	"Slater, Jeffrey"	||||	Publisher:	Boston :	"McGraw Hill Irwin,"	c2003.	||||	Subject:	Business mathematics	||||	Location:	Audio Visual Center	||||	Call ID:	CD	650	Sl1	2003	||||	Barcode:	CD 3697
Practical business math procedures [computer file] 	-	Author:	"Slater, Jeffrey,"	||||	Publisher:	Boston :	"McGraw Hill Irwin,"	c2008.	||||	Subject:	Business mathematics	||||	Location:	Audio Visual Center	||||	Call ID:	CD	650.01'513	Sl1	2008	||||	Barcode:	CD 4312
Practical classroom english [computer file]  	-	Author:	"Hughes, Glyn"	||||	Publisher:	Oxford :	"University Press,"	c2007.	||||	Subject:	Literature	||||	Location:	Audio Visual Center	||||	Call ID:	CD	428.0071	B96	2007	||||	Barcode:	CD 3395
